Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,9.432000,9.495000,9.418000,9.424000,8.269680,6450743
2022-01-04,9.461000,9.540000,9.461000,9.490000,8.327597,8585931
2022-01-05,9.509000,9.520000,9.401000,9.450000,8.292496,9980707
2022-01-06,9.450000,9.463000,9.382000,9.432000,8.276701,10120682
2022-01-07,9.434000,9.457000,9.368000,9.429000,8.274068,6559974
2022-01-10,9.495000,9.693000,9.433000,9.629000,8.449571,13833998
2022-01-11,9.631000,9.754000,9.624000,9.690000,8.503098,7827674
2022-01-12,9.740000,9.772000,9.693000,9.748000,8.553995,8407252
2022-01-13,9.749000,9.902000,9.712000,9.882000,8.671581,8804219
2022-01-14,9.870000,9.999000,9.842000,9.967000,8.746170,8621755
2022-01-17,9.980000,10.020000,9.929000,9.941000,8.723355,5586383
2022-01-18,9.767000,9.982000,9.610000,9.975000,8.753190,8540749
2022-01-19,9.945000,9.990000,9.893000,9.954000,8.734763,6625582
2022-01-20,9.955000,10.010000,9.894000,9.916000,8.701417,6770747
2022-01-21,9.866000,9.926000,9.800000,9.897000,8.684744,11642546
2022-01-24,9.910000,10.152000,9.910000,9.986000,8.762843,16216100
2022-01-25,10.014000,10.256000,9.990000,10.140000,8.897979,13442790
2022-01-26,10.194000,10.248000,10.112000,10.154000,8.910265,7819336
2022-01-27,10.114000,10.500000,10.112000,10.326000,9.061197,13712527
2022-01-28,10.338000,10.472000,10.312000,10.472000,9.189313,12077212
2022-01-31,10.500000,10.540000,10.328000,10.420000,9.143683,9749338
2022-02-01,10.432000,10.434000,10.208000,10.276000,9.017322,11307057
2022-02-02,10.310000,10.408000,10.270000,10.382000,9.110337,9772883
2022-02-03,10.420000,10.518000,10.362000,10.462000,9.180538,9814519
2022-02-04,10.510000,10.534000,10.414000,10.486000,9.201599,6455899
2022-02-07,10.486000,10.580000,10.396000,10.554000,9.261270,7001204
2022-02-08,10.652000,10.872000,10.652000,10.758000,9.440283,15297589
2022-02-09,10.766000,10.916000,10.676000,10.816000,9.491179,10293385
2022-02-10,10.810000,10.938000,10.800000,10.852000,9.522769,7812457
2022-02-11,10.872000,10.924000,10.772000,10.920000,9.582440,7390584
2022-02-14,10.804000,10.882000,10.608000,10.882000,9.549093,12535825
2022-02-15,10.892000,10.948000,10.834000,10.888000,9.554359,9022188
2022-02-16,10.908000,10.954000,10.830000,10.874000,9.542073,6409029
2022-02-17,10.900000,11.124000,10.798000,10.934000,9.594725,12054189
2022-02-18,10.994000,11.160000,10.922000,11.012000,9.663171,8655052
2022-02-21,11.000000,11.070000,10.906000,10.946000,9.605255,8461833
2022-02-22,10.818000,10.986000,10.738000,10.986000,9.640356,9200448
2022-02-23,10.974000,11.114000,10.958000,11.000000,9.652641,7672068
2022-02-24,10.724000,10.892000,10.642000,10.716000,9.403427,19543440
2022-02-25,10.666000,10.958000,10.608000,10.892000,9.557870,11888630
2022-02-28,10.704000,10.850000,10.656000,10.814000,9.489424,9800121
2022-03-01,10.800000,10.958000,10.712000,10.792000,9.470118,10964734
2022-03-02,10.770000,10.838000,10.618000,10.804000,9.480648,10560222
2022-03-03,10.802000,10.826000,10.584000,10.722000,9.408692,8778611
2022-03-04,10.720000,10.744000,10.288000,10.430000,9.152458,13399146
2022-03-07,10.242000,10.324000,9.892000,10.272000,9.013811,14307608
2022-03-08,10.478000,10.596000,10.220000,10.268000,9.010302,12609098
2022-03-09,10.444000,10.534000,10.384000,10.476000,9.192824,13938714
2022-03-10,10.580000,10.632000,10.416000,10.536000,9.245475,10922576
2022-03-11,10.530000,10.692000,10.424000,10.492000,9.206864,9957196
2022-03-14,10.618000,10.686000,10.520000,10.598000,9.299881,9612017
2022-03-15,10.520000,10.696000,10.488000,10.670000,9.363062,6416412
2022-03-16,10.734000,10.740000,10.544000,10.590000,9.292861,10538829
2022-03-17,10.616000,10.682000,10.566000,10.682000,9.373592,6445175
2022-03-18,10.620000,10.652000,10.478000,10.542000,9.250741,21491186
2022-03-21,10.500000,10.700000,10.500000,10.640000,9.336736,7150395
2022-03-22,10.654000,10.742000,10.620000,10.694000,9.384122,5696860
2022-03-23,10.702000,10.802000,10.636000,10.690000,9.380611,6170575
2022-03-24,10.702000,10.738000,10.644000,10.714000,9.401671,5750499
2022-03-25,10.750000,10.802000,10.670000,10.800000,9.477139,5078832
2022-03-28,10.810000,10.964000,10.806000,10.844000,9.515748,7486554
2022-03-29,10.844000,10.920000,10.750000,10.772000,9.452568,6473095
2022-03-30,10.750000,10.780000,10.624000,10.760000,9.442038,6893661
